Player Name,Player ID,Team,Position,Expected Role,Starter Status,Projected Snap Share,Projected Route Share,Target Share Override,Role Confidence,Manual Override,Source,Updated At,Validation Status,Notes
J.Warren,00-0037228,PIT,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Jackson,00-0039614,NO,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Z.Pascal,00-0033251,ARI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
E.Higgins,00-0039041,ARI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Slayton,00-0035535,NYG,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Shenker,00-0038920,LV,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Wilcox,00-0035771,CIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Strachan,00-0036482,CAR,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Hopkins,00-0036424,LA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Alexander,00-0037708,DET,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
P.Durham,00-0039050,TB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Graham,00-0027696,NO,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Wallace,00-0036630,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Reynolds,00-0033943,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Johnson,00-0035216,HOU,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Hodge,00-0034854,ATL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Pitts,00-0036970,ATL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Zylstra,00-0036534,DET,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Mundt,00-0033246,MIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
N.Adkins,00-0038783,DEN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
N.Vannett,00-0032394,TEN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.Guerendo,00-0039363,SF,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
P.Campbell,00-0035639,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Turner,00-0037078,WAS,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Chark,00-0034777,LAC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Parham,00-0035329,LAC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Mattison,00-0034972,LV,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Holker,00-0039613,NO,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Burton,00-0039810,CIN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Dotson,00-0037741,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Brooks,00-0038640,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Tremble,00-0037005,CAR,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
H.Long,00-0037004,LA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Conner,00-0037348,MIA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Sims,00-0034928,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Ford,00-0037267,CLE,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Krull,00-0037539,DEN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Mayer,00-0039066,LV,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Fehoko,00-0036646,LAC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Bellinger,00-0038115,NYG,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Irwin,00-0035341,CIN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Mitchell,00-0037282,DET,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Parkinson,00-0036244,LA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Henderson,00-0035664,LA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Johnson,00-0036254,CHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Wells,00-0034575,TB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Rodgers,00-0036991,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Deguara,00-0036332,JAX,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Mitchell,00-0039890,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Erickson,00-0032543,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Spears,00-0039032,TEN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.Likely,00-0037838,BAL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Wright,00-0036754,DET,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Jackson,00-0038969,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Palmer,00-0039052,TB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Irving,00-0039361,TB,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Lewis,00-0024243,CHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Herbert,00-0036906,CIN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Washington,00-0038558,PIT,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Ruckert,00-0037805,NYJ,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Stover,00-0039359,HOU,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
P.Dorsett,00-0032208,DEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
N.Gray,00-0036637,KC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Bell,00-0038647,SF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Winfree,00-0035593,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
P.Hendershot,00-0037569,KC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Farrell,00-0036887,JAX,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Co.Heyward,00-0037304,PIT,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.Smith-Marsette,00-0036635,NYG,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Olszewski,00-0035645,NYG,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Ford-Wheaton,00-0038477,NYG,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Williams,00-0036997,DEN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Hall,00-0038120,NYJ,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Byrd,00-0031868,ATL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Osborn,00-0036345,WAS,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Williams,00-0037840,LA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Mingo,00-0039062,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Tonyan,00-0033757,CHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Hubbard,00-0036555,CAR,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Montgomery,00-0032200,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.White,00-0037256,TB,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Wiley,00-0039824,KC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
H.Hurst,00-0034830,LAC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Schoonmaker,00-0038547,DAL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Montgomery,00-0035685,DET,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Thornton,00-0038104,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Horsted,00-0035562,LV,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Mims,00-0038678,NO,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Etienne,00-0036973,JAX,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Whiteheart,00-0038710,CLE,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Kincaid,00-0038933,BUF,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Manhertz,00-0031484,NYG,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Bandy,00-0036959,DEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Pruitt,00-0031585,PIT,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.FitzPatrick,00-0037306,GB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Sims,00-0038809,GB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
N.Harris,00-0036893,PIT,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.James,00-0034286,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Hyatt,00-0038938,NYG,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Blair,00-0036463,ATL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Sanders,00-0039356,CAR,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Knox,00-0035689,BUF,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Cas.Washington,00-0039394,ATL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Bates,00-0036628,WAS,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
P.Brown,00-0033439,SEA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Swift,00-0036275,CHI,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Barkley,00-0034844,PHI,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Thrash,00-0039379,CLE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Slater,00-0026293,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Cunningham,00-0038911,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Trautman,00-0036422,DEN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Jordan,00-0036556,HOU,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Virgil,00-0037387,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Washington,00-0037272,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Sanders,00-0035243,CAR,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Keyton,00-0039543,LV,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Granson,00-0036876,IND,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Chosen,00-0032688,MIA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.Thomas,00-0034365,CAR,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Quitoriano,00-0037277,HOU,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Musgrave,00-0039144,GB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Ross,00-0033460,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Jackson,00-0039392,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Mostert,00-0031687,MIA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Robinson,00-0038542,ATL,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Dwelley,00-0034073,ATL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Ahmed,00-0036020,MIA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Isabella,00-0035527,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.McCormick,00-0037509,LV,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Treadwell,00-0032951,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Yeboah,00-0036510,NYJ,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Tracy,00-0039384,NYG,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Calcaterra,00-0037086,PHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Ogletree,00-0037292,IND,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Cager,00-0036145,NYG,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Ricci,00-0035956,CAR,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Harty,00-0035215,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Alie-Cox,00-0033217,IND,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Lloyd,00-0039811,GB,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Everett,00-0033895,CHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
